time_s,own_id,intr_id,rel_x_m,rel_y_m,rel_alt_sensed_ft,rel_alt_true_ft,tau_s,d_cpa_m,advisory,is_nmac,own_alt_sensed_ft,own_alt_true_ft,own_climb_sensed_fps,own_climb_true_fps,intr_alt_sensed_ft,intr_alt_true_ft,intr_climb_sensed_fps,intr_climb_true_fps
1.10,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2542.4,14418.7,971.7,971.7,94.87,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17971.7,17971.7,-25.00,-25.00
1.13,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2541.5,-14413.6,-970.8,-970.8,94.83,0.0,CLEAR,0,17970.8,17970.8,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.13,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2541.5,14413.6,970.8,970.8,94.83,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17970.8,17970.8,-25.00,-25.00
1.17,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2540.6,-14408.5,-970.0,-970.0,94.80,0.0,CLEAR,0,17970.0,17970.0,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.17,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2540.6,14408.5,970.0,970.0,94.80,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17970.0,17970.0,-25.00,-25.00
1.20,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2539.7,-14403.5,-969.2,-969.2,94.77,0.0,CLEAR,0,17969.2,17969.2,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.20,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2539.7,14403.5,969.2,969.2,94.77,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17969.2,17969.2,-25.00,-25.00
1.23,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2538.8,-14398.4,-968.3,-968.3,94.73,0.0,CLEAR,0,17968.3,17968.3,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.23,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2538.8,14398.4,968.3,968.3,94.73,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17968.3,17968.3,-25.00,-25.00
1.27,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2537.9,-14393.3,-967.5,-967.5,94.70,0.0,CLEAR,0,17967.5,17967.5,-25.00,-25.00,17000.0,17000.0,0.00,0.00
